Screen_Time_Hours,Social_Media_Hours,Gaming_Hours,Sleep_Hours,Study_Work_Hours,Notifications_Per_Day,Phone_Pickups,WellBeing_Status
4.5,1.5,2.4,8.1,7.0,67.0,79.0,Moderate
5.5,1.6,4.9,5.1,3.3,,82.0,HighRisk
2.7,4.5,0.8,7.4,5.6,195.0,177.0,Moderate
2.3,1.3,3.5,5.5,1.0,97.0,86.0,HighRisk
3.7,3.3,2.3,7.2,4.4,166.0,131.0,Moderate
5.9,2.6,2.2,4.6,3.1,75.0,55.0,HighRisk
7.9,2.3,1.8,4.9,1.5,184.0,61.0,HighRisk
8.8,3.7,2.0,7.9,3.3,116.0,128.0,HighRisk
4.6,1.6,3.6,6.8,7.0,115.0,47.0,Moderate
6.7,6.9,4.2,7.0,3.3,184.0,164.0,HighRisk
9.9,6.6,0.7,7.7,6.1,35.0,29.0,HighRisk
8.6,5.5,3.3,7.3,7.6,84.0,167.0,HighRisk
7.9,2.5,4.7,6.0,7.1,20.0,23.0,HighRisk
6.9,1.8,1.2,5.2,7.0,154.0,,Moderate
9.1,1.0,,5.1,1.0,154.0,76.0,HighRisk
6.0,0.9,2.1,5.5,4.8,124.0,110.0,Moderate
3.1,4.1,0.7,8.3,6.0,117.0,168.0,Healthy
6.2,3.6,4.2,,6.9,64.0,,Moderate
6.9,4.4,1.7,6.5,5.5,183.0,159.0,HighRisk
2.8,6.1,,8.4,5.2,32.0,160.0,Moderate
5.2,,5.0,6.9,1.2,111.0,148.0,HighRisk
2.0,4.1,4.3,8.5,3.6,89.0,100.0,Moderate
9.5,4.2,2.6,6.1,2.1,101.0,75.0,HighRisk
6.4,3.1,1.6,5.6,7.2,101.0,142.0,Moderate
4.2,5.3,0.8,7.7,3.1,,169.0,Moderate
3.1,3.9,3.5,5.2,6.8,75.0,89.0,Moderate
7.9,2.7,1.4,,6.6,186.0,25.0,HighRisk
8.8,1.2,,7.2,1.7,129.0,104.0,HighRisk
6.2,1.1,1.2,8.2,1.1,161.0,133.0,Moderate
4.9,,3.6,,8.1,28.0,38.0,Moderate
4.5,1.9,3.2,6.4,6.4,50.0,107.0,Moderate
,6.3,4.2,8.9,4.8,77.0,140.0,HighRisk
,3.6,0.4,7.2,3.4,169.0,121.0,Moderate
9.8,5.4,2.4,6.3,5.3,102.0,169.0,HighRisk
6.5,6.6,4.1,8.7,1.2,192.0,172.0,HighRisk
4.5,1.2,4.8,7.6,6.8,107.0,163.0,Moderate
4.7,6.2,1.5,7.7,2.7,81.0,166.0,HighRisk
5.9,6.4,1.6,8.5,6.9,149.0,151.0,Moderate
3.9,2.6,4.5,4.6,2.0,109.0,163.0,HighRisk
8.4,6.8,3.6,8.6,8.4,172.0,35.0,HighRisk
4.9,3.7,2.6,8.8,1.2,59.0,96.0,HighRisk
9.2,1.3,1.4,8.7,5.0,115.0,23.0,Moderate
4.4,5.0,2.0,8.3,8.1,27.0,59.0,Moderate
9.5,3.1,4.2,5.8,7.4,45.0,88.0,HighRisk
7.8,5.3,1.2,8.1,3.5,200.0,93.0,HighRisk
,3.7,0.6,5.4,4.3,168.0,54.0,HighRisk
7.6,0.7,3.1,5.5,5.5,184.0,12.0,HighRisk
8.8,4.3,2.8,5.3,1.7,60.0,172.0,HighRisk
4.4,2.5,4.9,4.5,8.4,100.0,,HighRisk
2.6,0.7,2.8,6.7,3.0,120.0,154.0,Moderate
7.4,2.2,3.1,5.6,5.3,103.0,108.0,HighRisk
6.3,2.4,2.3,8.4,8.0,70.0,138.0,Moderate
4.5,6.0,3.8,8.8,2.2,119.0,87.0,HighRisk
,4.6,1.2,7.6,,27.0,147.0,HighRisk
9.2,4.1,4.9,4.8,7.5,178.0,108.0,HighRisk
7.5,2.3,4.4,6.5,5.4,51.0,159.0,HighRisk
7.8,,3.6,4.8,5.8,80.0,77.0,HighRisk
2.2,2.1,3.9,5.5,3.3,69.0,15.0,Moderate
3.1,1.3,3.6,7.4,3.6,131.0,36.0,Moderate
6.4,2.0,0.2,7.6,6.3,184.0,,Moderate
,0.8,3.2,8.4,1.6,176.0,41.0,Moderate
8.9,5.2,3.0,7.4,6.5,108.0,77.0,HighRisk
7.7,1.8,4.0,5.4,2.0,187.0,27.0,HighRisk
,6.2,2.8,5.4,7.1,194.0,102.0,HighRisk
3.2,4.5,4.4,5.6,3.8,25.0,152.0,HighRisk
9.0,6.8,0.1,5.9,5.9,62.0,97.0,HighRisk
3.1,4.8,1.9,5.7,2.5,82.0,176.0,HighRisk
7.8,5.5,2.5,7.0,4.9,174.0,99.0,HighRisk
2.2,2.6,1.7,4.6,7.5,66.0,70.0,Moderate
4.4,2.3,4.7,5.0,3.2,78.0,79.0,HighRisk
3.7,6.8,3.7,,3.7,67.0,77.0,HighRisk
9.3,6.2,,7.7,7.0,194.0,,HighRisk
4.8,3.2,3.6,8.4,3.5,133.0,27.0,Moderate
3.3,,1.8,5.0,6.7,40.0,177.0,Moderate
7.4,0.7,2.8,8.0,2.0,93.0,128.0,HighRisk
3.3,1.4,3.7,6.0,5.2,188.0,120.0,Moderate
8.4,0.6,4.8,8.9,1.3,90.0,44.0,HighRisk
7.7,5.8,4.4,5.5,1.0,28.0,122.0,HighRisk
2.4,4.0,0.8,8.5,7.6,108.0,98.0,Healthy
5.7,1.1,4.7,8.3,4.5,134.0,34.0,Moderate
5.2,2.4,0.1,5.0,3.0,176.0,153.0,Moderate
6.7,7.0,3.4,6.7,2.0,85.0,135.0,HighRisk
3.7,2.3,1.8,5.3,7.9,120.0,28.0,Moderate
5.2,4.3,0.9,5.6,3.4,37.0,,HighRisk
8.4,0.7,4.3,8.0,5.9,177.0,149.0,Moderate
2.1,4.4,2.7,6.7,,74.0,119.0,Moderate
4.1,6.7,1.6,4.9,2.0,142.0,170.0,HighRisk
7.8,4.8,4.5,,8.6,173.0,21.0,HighRisk
2.6,5.9,1.2,7.6,5.2,63.0,43.0,Moderate
7.4,2.7,1.5,,3.9,94.0,96.0,HighRisk
2.2,3.3,1.2,8.6,4.1,89.0,105.0,Moderate
5.5,6.6,1.5,8.7,5.4,147.0,109.0,Moderate
8.1,3.6,1.0,5.5,8.2,186.0,57.0,HighRisk
9.9,,0.3,7.5,6.6,54.0,114.0,HighRisk
7.2,1.5,4.9,8.0,,160.0,130.0,HighRisk
8.4,6.2,0.8,8.7,6.8,181.0,154.0,HighRisk
3.7,5.5,0.1,6.0,6.3,127.0,106.0,Moderate
6.8,3.2,4.1,5.2,5.7,163.0,113.0,HighRisk
5.0,3.4,3.5,5.3,2.8,53.0,178.0,HighRisk
9.2,3.6,4.8,7.0,2.7,129.0,21.0,HighRisk
,6.0,0.5,8.6,7.9,112.0,82.0,Moderate
7.0,,2.2,6.1,6.4,98.0,79.0,HighRisk
,4.3,4.9,8.8,3.1,41.0,119.0,HighRisk
6.0,,1.0,7.0,1.6,66.0,99.0,HighRisk
3.3,2.2,4.1,8.7,7.8,122.0,,Moderate
4.5,4.7,2.8,8.1,6.3,62.0,138.0,Moderate
7.8,5.2,2.1,8.1,8.8,22.0,62.0,HighRisk
8.6,3.6,4.5,8.3,1.5,172.0,72.0,HighRisk
7.0,6.8,3.7,8.0,5.3,80.0,,HighRisk
5.6,2.3,2.1,6.6,2.1,151.0,177.0,HighRisk
2.2,0.8,2.8,4.7,4.6,77.0,154.0,Moderate
8.2,6.8,2.9,7.7,4.4,95.0,71.0,HighRisk
9.0,5.7,0.2,7.1,7.8,80.0,166.0,HighRisk
2.6,1.2,2.5,8.3,3.6,64.0,134.0,Moderate
4.5,5.5,1.4,5.6,1.6,168.0,145.0,HighRisk
7.9,6.1,3.1,7.5,7.3,127.0,33.0,HighRisk
4.4,3.7,3.5,6.2,2.9,138.0,,HighRisk
7.0,3.6,,5.7,2.9,112.0,20.0,HighRisk
3.0,5.7,2.4,8.8,2.9,93.0,88.0,Moderate
5.7,,1.8,7.1,8.3,176.0,177.0,Moderate
7.4,1.9,2.9,7.5,5.9,196.0,,Moderate
8.5,6.2,0.9,6.9,8.5,121.0,106.0,HighRisk
9.7,2.9,4.6,8.0,1.2,81.0,136.0,HighRisk
3.5,5.3,2.1,7.5,2.2,128.0,130.0,HighRisk
3.0,3.2,2.3,5.4,7.3,102.0,152.0,Moderate
7.6,2.6,2.9,5.4,4.0,177.0,133.0,HighRisk
4.2,2.0,2.6,7.3,7.1,98.0,53.0,Moderate
7.6,1.4,2.6,8.6,7.4,98.0,79.0,Moderate
2.6,3.7,2.9,7.8,5.4,184.0,21.0,Moderate
5.5,4.8,4.0,7.7,5.3,98.0,25.0,HighRisk
7.5,1.6,4.5,8.7,3.9,139.0,114.0,HighRisk
7.7,4.2,0.4,8.4,8.3,56.0,41.0,Moderate
5.4,0.8,0.2,8.2,2.5,86.0,77.0,Moderate
7.3,1.9,3.4,,3.8,185.0,52.0,Moderate
4.3,2.0,,8.8,1.4,128.0,60.0,Moderate
4.3,2.9,1.4,8.0,1.7,188.0,106.0,Moderate
3.2,1.7,0.7,6.6,1.1,179.0,59.0,Moderate
9.7,1.5,1.0,8.8,5.5,29.0,158.0,Moderate
4.9,0.7,2.3,8.8,2.3,79.0,97.0,Moderate
3.0,4.0,1.8,7.8,7.6,198.0,12.0,Moderate
3.6,1.0,4.0,8.8,3.5,108.0,42.0,Moderate
6.5,1.5,3.3,7.4,6.5,,148.0,Moderate
4.0,,3.8,7.8,6.7,168.0,152.0,Moderate
7.6,3.6,2.4,7.3,2.1,63.0,74.0,HighRisk
6.5,,2.8,8.4,3.5,171.0,12.0,HighRisk
4.2,3.8,,8.9,4.0,198.0,113.0,Moderate
2.8,,1.8,8.0,4.3,166.0,41.0,Moderate
